trial
0.03, 47.40, 7.00, 0.18
0.03, 46.26, 44.00, 0.04
0.03, 45.08, 44.00, 0.01
0.03, 43.89, 43.00, 0.03
0.03, 42.71, 43.00, 0.01
0.03, 41.52, 41.00, 0.03
0.03, 40.29, 6.00, -1.20
0.03, 39.08, 39.00, 0.33
0.03, 37.89, 38.00, 0.34
0.03, 37.02, 0.00, 7.65
0.03, 36.23, 36.00, 0.83
0.03, 35.42, 35.00, 0.26
0.03, 34.94, -15.00, 7.67
0.03, 34.79, 34.00, 7.69
0.03, 34.98, 32.00, 7.69
0.03, 35.50, 32.00, 7.69
0.03, 36.34, 33.00, 7.69
0.03, 37.52, 34.00, 7.67
0.03, 39.03, 33.00, 7.67
0.03, 40.85, 33.00, 7.67
0.03, 43.00, -7.00, 7.67
0.03, 45.48, 0.00, 7.67
0.03, 47.89, 38.00, 0.66
0.03, 50.40, 8.00, 0.24
0.03, 52.81, 14.00, 0.14
0.03, 55.31, 46.00, 0.04
0.03, 57.83, 10.00, 0.23
0.03, 60.34, 50.00, 0.09
0.03, 62.83, 54.00, 0.03
0.03, 65.31, 25.00, 0.16
0.03, 67.80, 27.00, 0.14
0.03, 70.26, 60.00, 0.01
0.03, 72.71, 30.00, 0.13
0.03, 75.14, 38.00, 0.09
0.03, 77.56, 66.00, 0.03
0.03, 79.95, 45.00, 0.14
0.03, 82.32, 72.00, -0.02
0.03, 84.75, 68.00, 0.04
0.03, 87.07, 57.00, 0.16
0.03, 89.36, 53.00, 0.13
0.03, 90.00, 63.00, 0.24
0.05, 89.89, 83.00, -0.11
0.03, 89.79, 84.00, 0.01
0.03, 89.66, 62.00, 0.18
0.03, 89.51, 85.00, 0.03
0.03, 89.32, 85.00, 0.01
0.03, 89.11, 62.00, 0.18
0.03, 88.86, 85.00, 0.01
0.03, 88.59, 85.00, 0.03
0.03, 88.27, 85.00, -0.31
0.03, 87.90, 85.00, -0.01
0.03, 87.50, 85.00, 0.03
0.03, 87.08, 85.00, 0.01
0.03, 86.64, 85.00, 0.03
0.03, 86.16, 85.00, 0.01
0.03, 85.66, 84.00, 0.01
0.03, 85.12, 85.00, 0.01
0.03, 84.56, 84.00, -0.02
